dB, PKT_ID, RSSI
-25, 0, -79.5
-25, 1, -80.0
-25, 2, -79.5
-25, 3, -79.5
-25, 4, -79.0
-25, 5, -79.0
-25, 6, -78.5
-25, 7, -79.0
-25, 8, -79.5
-25, 9, -80.0
-25, 10, -79.5
-25, 11, -78.5
-25, 12, -78.0
-25, 13, -78.5
-25, 14, -80.0
-25, 15, -79.5
-25, 16, -78.0
-25, 17, -79.0
-25, 18, -79.5
-25, 19, -79.5
-25, 20, -80.0
-25, 21, -79.0
-25, 22, -80.0
-25, 23, -79.0
-25, 24, -80.0
-25, 25, -79.0
